,x2,x,y
0,0.22969518298989478,0.22969518298989478,0.0
1,2.028573963048048,2.258269146037943,0.22969518298989478
2,-2.409327516243616,-0.15105837020567314,2.258269146037943
3,-7.0272783613625345,-7.178336731568208,-0.15105837020567314
4,-6.432735589571319,-13.611072321139527,-7.178336731568208
5,0.38072898609267014,-13.230343335046857,-13.611072321139527
6,-7.9412186386262,-21.171561973673057,-13.230343335046857
7,-8.843152231629494,-30.014714205302553,-21.171561973673057
8,-6.883053590552515,-36.89776779585507,-30.014714205302553
9,2.2151042390736926,-34.68266355678138,-36.89776779585507
10,7.948956504659776,-26.733707052121602,-34.68266355678138
11,6.2337748716253465,-20.499932180496256,-26.733707052121602
12,3.7873088936344512,-16.712623286861806,-20.499932180496256
13,7.592675298477548,-9.119947988384258,-16.712623286861806
14,9.117433012949078,-0.002514975435179423,-9.119947988384258
15,-3.4699290209683546,-3.472443996403534,-0.002514975435179423
16,4.16293694512251,0.6904929487189762,-3.472443996403534
17,5.894761336235366,6.585254284954342,0.6904929487189762
18,-0.48975990022453075,6.095494384729811,6.585254284954342
19,-0.6264931236896452,5.469001261040166,6.095494384729811
20,-3.7277045859314946,1.7412966751086714,5.469001261040166
21,2.8448312836332423,4.586127958741914,1.7412966751086714
22,-0.3631705777761063,4.222957380965807,4.586127958741914
23,7.301646376139299,11.524603757105107,4.222957380965807
24,8.156091643432774,19.68069540053788,11.524603757105107
25,2.698994577522967,22.379689978060846,19.68069540053788
26,-0.1525128523877246,22.227177125673123,22.379689978060846
27,-1.4022463641343528,20.82493076153877,22.227177125673123
28,-6.049174842319616,14.775755919219154,20.82493076153877
29,6.9496600060048195,21.725415925223974,14.775755919219154
30,2.619204636070034,24.344620561294008,21.725415925223974
31,7.290194595230911,31.63481515652492,24.344620561294008
32,-8.81471433629281,22.820100820232106,31.63481515652492
33,0.6637784217155804,23.483879241947687,22.820100820232106
34,-5.676670037914899,17.807209204032787,23.483879241947687
35,5.243847868116706,23.051057072149494,17.807209204032787
36,-4.9250839804894415,18.12597309166005,23.051057072149494
37,6.410902109810252,24.536875201470302,18.12597309166005
38,1.25953072303105,25.79640592450135,24.536875201470302
39,4.8255058027209845,30.621911727222333,25.79640592450135
40,-7.116436871318821,23.50547485590351,30.621911727222333
41,-2.952178852603147,20.553296003300364,23.50547485590351
42,-7.57525688554574,12.978039117754623,20.553296003300364
43,3.1120669050095078,16.090106022764132,12.978039117754623
44,1.6635838049132285,17.753689827677363,16.090106022764132
45,-5.410089120039949,12.343600707637414,17.753689827677363
46,-6.987343290706846,5.356257416930568,12.343600707637414
47,7.686365811218408,13.042623228148976,5.356257416930568
48,3.039789159534145,16.08241238768312,13.042623228148976
49,4.971856157499307,21.054268545182428,16.08241238768312
50,-9.801216224339097,11.25305232084333,21.054268545182428
51,4.873150029671535,16.126202350514866,11.25305232084333
52,-9.254037436128645,6.872164914386222,16.126202350514866
53,4.9850915737721895,11.857256488158411,6.872164914386222
54,-8.611796625592053,3.245459862566358,11.857256488158411
55,5.108748695022143,8.354208557588501,3.245459862566358
56,5.387395784894075,13.741604342482576,8.354208557588501
57,-9.947570199782279,3.7940341427002977,13.741604342482576
58,0.25227298595398295,4.046307128654281,3.7940341427002977
59,-2.5617442625986158,1.484562866055665,4.046307128654281
60,-7.3572440608691085,-5.872681194813444,1.484562866055665
61,-1.3988368702479104,-7.271518065061354,-5.872681194813444
62,-1.7318257877305108,-9.003343852791865,-7.271518065061354
63,3.5647581936096415,-5.438585659182223,-9.003343852791865
64,9.167924450751933,3.7293387915697096,-5.438585659182223
65,4.480065977542351,8.20940476911206,3.7293387915697096
66,4.78942936449479,12.99883413360685,8.20940476911206
67,8.673221783884514,21.672055917491363,12.99883413360685
68,-4.065414894576138,17.606641022915227,21.672055917491363
69,1.0831596913674097,18.689800714282637,17.606641022915227
70,-4.289145393991602,14.400655320291033,18.689800714282637
71,3.174373866867386,17.57502918715842,14.400655320291033
72,7.377049507827067,24.952078694985488,17.57502918715842
73,7.076649023116058,32.02872771810155,24.952078694985488
74,-1.901281863007327,30.127445855094223,32.02872771810155
75,7.523392336097082,37.650838191191305,30.127445855094223
76,-8.057818393376255,29.59301979781505,37.650838191191305
77,2.360797768710734,31.953817566525785,29.59301979781505
78,3.8983084933515535,35.852126059877335,31.953817566525785
79,-7.963616148571662,27.888509911305675,35.852126059877335
80,-9.907655474500835,17.98085443680484,27.888509911305675
81,4.1898519005529415,22.17070633735778,17.98085443680484
82,-8.104329176795929,14.066377160561853,22.17070633735778
83,-7.9893330461741545,6.077044114387698,14.066377160561853
84,6.296099259139783,12.373143373527482,6.077044114387698
85,6.521844313737535,18.894987687265015,12.373143373527482
86,-4.262865055732499,14.632122631532516,18.894987687265015
87,-2.7238706717498617,11.908251959782653,14.632122631532516
88,-7.1178257352560115,4.790426224526642,11.908251959782653
89,7.613364634991719,12.40379085951836,4.790426224526642
90,-5.5585973704836515,6.845193489034708,12.40379085951836
91,-9.602890479915835,-2.7576969908811275,6.845193489034708
92,-1.3366110099304045,-4.094308000811532,-2.7576969908811275
93,-9.78920131542229,-13.883509316233821,-4.094308000811532
94,-0.7133589518304149,-14.596868268064236,-13.883509316233821
95,5.527815500143529,-9.069052767920708,-14.596868268064236
96,-6.540310577908257,-15.609363345828964,-9.069052767920708
97,7.142153491345713,-8.46720985448325,-15.609363345828964
98,-7.095942202903956,-15.563152057387207,-8.46720985448325
99,-8.405148267620334,-23.96830032500754,-15.563152057387207
100,-4.558052352945888,-28.526352677953426,-23.96830032500754
101,-8.837358037311704,-37.36371071526513,-28.526352677953426
102,-6.0429408440331045,-43.40665155929823,-37.36371071526513
103,-9.117115484761996,-52.52376704406023,-43.40665155929823
104,3.9456211323179,-48.578145911742325,-52.52376704406023
105,-4.084463668518388,-52.662609580260714,-48.578145911742325
106,6.487528760658272,-46.17508081960244,-52.662609580260714
107,7.655627264247251,-38.51945355535519,-46.17508081960244
108,4.5661327741549265,-33.95332078120026,-38.51945355535519
109,-1.795613092495163,-35.74893387369542,-33.95332078120026
110,1.2763192266636914,-34.47261464703173,-35.74893387369542
111,-3.6121249812918332,-38.08473962832357,-34.47261464703173
112,4.571350841526186,-33.51338878679738,-38.08473962832357
113,-3.398424044410029,-36.911812831207406,-33.51338878679738
114,7.576924401388361,-29.334888429819046,-36.911812831207406
115,-1.5720626264277904,-30.906951056246836,-29.334888429819046
116,9.433028570189691,-21.473922486057145,-30.906951056246836
